ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
191;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
190;2;1;1;SIM;NÃO;SIM;CINEXTREME;ITAMARAJU;BA;J L SANTANA CRUZ CINEMA
189;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
189;2;1;1;SIM;SIM;NÃO;CINE UNIPLEX CAMPINAS UNIMART;CAMPINAS;SP;CINEMAS UNIPLEX LTDA
188;2;1;1;SIM;NÃO;SIM;692 CINEMARK CARIOCA;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
180;2;1;1;SIM;SIM;NÃO;CINEVEREDAS BOULEVARD;MURIAÉ;MG;CINE VEREDAS BOULEVARD LTDA
180;2;1;1;SIM;SIM;NÃO;CM CINEMAS PÁDUA;SANTO ANTÔNIO DE PÁDUA;RJ;CRYK CINEMA RIO DAS OSTRAS LTDA
178;2;1;1;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
174;2;1;1;SIM;NÃO;SIM;CINE SHOW BARRA DO PIRAÍ;BARRA DO PIRAÍ;RJ;TATU FILMES LTDA
168;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
167;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
165;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
165;2;1;1;SIM;NÃO;SIM;713 CINEMARK ABC PLAZA;SANTO ANDRÉ;SP;CINEMARK BRASIL S.A
163;2;1;1;SIM;NÃO;SIM;717 CINEMARK TAMBORE.;BARUERI;SP;CINEMARK BRASIL S.A
163;2;1;1;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
163;2;1;1;SIM;SIM;NÃO;CINE A MARABÁ;MARABÁ;PA;CINE A LTDA
162;2;1;1;SIM;SIM;NÃO;CINE A MARABÁ;MARABÁ;PA;CINE A LTDA
161;2;1;1;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
160;2;1;1;NÃO;NÃO;SIM;CINEMAIS CATALAO;CATALÃO;GO;CINEMAIS CINEMAS LTDA
157;2;1;1;SIM;NÃO;SIM;696 CINEMARK CENTERVALE;SÃO JOSÉ DOS CAMPOS;SP;CINEMARK BRASIL S.A
156;2;1;1;SIM;SIM;NÃO;CINE A MARABÁ;MARABÁ;PA;CINE A LTDA
155;2;1;1;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
155;2;1;1;SIM;NÃO;SIM;CINE CENTER SÃO ROQUE;SÃO ROQUE;SP;CINE SÃO ROQUE DIVERSÕES LTDA - ME
150;2;1;1;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
147;2;1;1;SIM;SIM;NÃO;CINE14 BIS;GUAXUPÉ;MG;GUAXUPE PROMOCOES E EVENTOS LTDA
147;2;1;1;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
145;2;1;1;SIM;NÃO;SIM;696 CINEMARK CENTERVALE;SÃO JOSÉ DOS CAMPOS;SP;CINEMARK BRASIL S.A
141;2;1;1;SIM;NÃO;SIM;CINE SHOW BARRA DO PIRAÍ;BARRA DO PIRAÍ;RJ;TATU FILMES LTDA
139;2;1;1;SIM;NÃO;SIM;728 CINEMARK BOTAFOGO;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
138;2;1;1;NÃO;NÃO;SIM;CINEMAIS CATALAO;CATALÃO;GO;CINEMAIS CINEMAS LTDA
135;2;1;1;SIM;SIM;NÃO;CINE A ALTAMIRA;ALTAMIRA;PA;CINE A LTDA
134;2;1;1;SIM;NÃO;SIM;TOPAZIO POLO SHOPPING;INDAIATUBA;SP;LUI CINEMATOGRÁFICA LTDA.
134;2;1;1;SIM;NÃO;SIM;KINOPLEX WEST SHOPPING;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
133;2;1;1;SIM;SIM;NÃO;CINE A ALTAMIRA;ALTAMIRA;PA;CINE A LTDA
131;2;1;1;SIM;NÃO;SIM;717 CINEMARK TAMBORE.;BARUERI;SP;CINEMARK BRASIL S.A
131;2;1;1;SIM;NÃO;SIM;718 CINEMARK TAGUATINGA.;BRASÍLIA;DF;CINEMARK BRASIL S.A
125;2;1;1;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
125;2;1;1;SIM;SIM;NÃO;GRUPOCINE LAPA;SÃO PAULO;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
124;2;1;1;SIM;NÃO;SIM;728 CINEMARK BOTAFOGO;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
123;2;1;1;NÃO;SIM;NÃO;SALA 1;ITAITUBA;PA;CINEMA SALA 1 LTDA
122;2;1;1;SIM;SIM;NÃO;RITZ ALAMEDAS;BOITUVA;SP;CINEMATOGRAFICA BOITUVA LTDA ME
121;2;1;1;SIM;NÃO;SIM;GRUPOCINE TUCURUÍ;TUCURUÍ;PA;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
120;2;1;1;NÃO;NÃO;NÃO;GRUPOCINE JAGUARUNA;JAGUARUNA;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
116;2;1;1;SIM;NÃO;SIM;717 CINEMARK TAMBORE.;BARUERI;SP;CINEMARK BRASIL S.A
116;2;1;1;SIM;SIM;NÃO;RITZ ALAMEDAS;BOITUVA;SP;CINEMATOGRAFICA BOITUVA LTDA ME
116;2;1;1;SIM;SIM;NÃO;CINE A MARABÁ;MARABÁ;PA;CINE A LTDA
115;2;1;1;SIM;NÃO;SIM;CINE CENTER SÃO ROQUE;SÃO ROQUE;SP;CINE SÃO ROQUE DIVERSÕES LTDA - ME
114;2;1;1;SIM;SIM;NÃO;CINE14 BIS;GUAXUPÉ;MG;GUAXUPE PROMOCOES E EVENTOS LTDA
113;2;1;1;SIM;SIM;NÃO;CONSTRUCINE CORNÉLIO PROCÓPIO;CORNÉLIO PROCÓPIO;PR;RR2 CINEMATOGRAFIA LTDA
111;2;1;1;SIM;SIM;NÃO;PATOS MULTIPLEX;PATOS;PB;PATOS MULTIPLEX LTDA
108;2;1;1;SIM;NÃO;SIM;768 CINEMARK BH SHOPPING;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
107;2;1;1;SIM;NÃO;SIM;MOVIE ARTE L´AMÉRICA;BENTO GONÇALVES;RS;MOVIE ARTE CINEMAS LTDA
107;2;1;1;NÃO;NÃO;NÃO;CINE ITAGUARI;SANTO ANTÔNIO DE JESUS;BA;GF ANDRADE ENTRETENIMENTO E COMÉRCIO LTDA
106;2;1;1;SIM;SIM;NÃO;CINE A BRAGANÇA PAULISTA;BRAGANÇA PAULISTA;SP;CINE A LTDA
105;2;1;1;SIM;NÃO;SIM;GRUPOCINE TUCURUÍ;TUCURUÍ;PA;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
101;2;1;1;NÃO;NÃO;SIM;UCI ORIENT SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
100;2;1;1;SIM;NÃO;SIM;CINEPOLIS JK VIP;SÃO PAULO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
99;2;1;1;SIM;NÃO;SIM;REDECINE - RIO PQ SHOP SULACAP;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
98;2;1;1;SIM;SIM;NÃO;CINE A BRAGANÇA PAULISTA;BRAGANÇA PAULISTA;SP;CINE A LTDA
97;2;1;1;SIM;NÃO;SIM;GRUPOCINE TUCURUÍ;TUCURUÍ;PA;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
96;2;1;1;SIM;NÃO;SIM;768 CINEMARK BH SHOPPING;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
93;2;1;1;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER TACARUNA;RECIFE;PE;UCI RIBEIRO LTDA
91;2;1;1;SIM;SIM;NÃO;CINE14 BIS;GUAXUPÉ;MG;GUAXUPE PROMOCOES E EVENTOS LTDA
91;2;1;1;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER TACARUNA;RECIFE;PE;UCI RIBEIRO LTDA
91;2;1;1;SIM;SIM;NÃO;MOBI CINE TRINDADE;TRINDADE;GO;CINE CARVALHO E LEMOS LTDA
90;2;1;1;NÃO;NÃO;SIM;CINEMAIS CATALAO;CATALÃO;GO;CINEMAIS CINEMAS LTDA
90;2;1;1;NÃO;NÃO;SIM;CINEMAIS GOIANIA - PORTAL NORTE;GOIÂNIA;GO;CINEMAIS CINEMAS LTDA
90;2;1;1;SIM;NÃO;SIM;2106 CINEMARK VILLAGE MALL;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
88;2;1;1;SIM;SIM;NÃO;CINE UNIPLEX CAMPINAS UNIMART;CAMPINAS;SP;CINEMAS UNIPLEX LTDA
88;2;1;1;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER TACARUNA;RECIFE;PE;UCI RIBEIRO LTDA
88;2;1;1;SIM;NÃO;SIM;CINEPOLIS JK VIP;SÃO PAULO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
87;2;1;1;NÃO;NÃO;NÃO;755 CINEMARK RIOMAR;ARACAJU;SE;CINEMARK BRASIL S.A
80;2;1;1;SIM;SIM;NÃO;CINE A BRAGANÇA PAULISTA;BRAGANÇA PAULISTA;SP;CINE A LTDA
80;2;1;1;SIM;SIM;NÃO;GRUPOCINE VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
79;2;1;1;SIM;NÃO;SIM;CINEPOLIS JK VIP;SÃO PAULO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
77;2;1;1;SIM;NÃO;SIM;CINEPOLIS JK VIP;SÃO PAULO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
76;2;1;1;SIM;NÃO;SIM;2106 CINEMARK VILLAGE MALL;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
73;2;1;1;NÃO;NÃO;NÃO;UCI BRASIL - SHOPPING CENTER RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
71;2;1;1;SIM;NÃO;SIM;CINE CENTER;SINOP;MT;R.P. MARTINS
67;2;1;1;SIM;NÃO;SIM;CINEPOLIS JK VIP;SÃO PAULO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
66;2;1;1;SIM;SIM;NÃO;CINE SHOW PETRÓPOLIS;PETRÓPOLIS;RJ;TATU FILMES LTDA
65;2;1;1;SIM;NÃO;SIM;KINOPLEX PARK SHOPPING;BRASÍLIA;DF;CINEMAS PARIS SEVERIANO RIBEIRO LTDA
56;2;1;1;SIM;NÃO;SIM;CINEMAIS UBERABA;UBERABA;MG;CINEMAIS CINEMAS LTDA
55;2;1;1;SIM;NÃO;SIM;KINOPLEX PARK SHOPPING;BRASÍLIA;DF;CINEMAS PARIS SEVERIANO RIBEIRO LTDA
51;2;1;1;SIM;NÃO;SIM;CINÉPOLIS IGUATEMI ESPLANADA;VOTORANTIM;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
50;2;1;1;SIM;NÃO;SIM;CINÉPOLIS IGUATEMI ESPLANADA;VOTORANTIM;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
49;2;1;1;SIM;NÃO;SIM;CINÉPOLIS SÃO LUIS;SÃO LUÍS;MA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
48;2;1;1;SIM;NÃO;SIM;CINÉPOLIS SÃO LUIS;SÃO LUÍS;MA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
47;2;1;1;SIM;SIM;NÃO;GRUPOCINE VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
44;2;1;1;SIM;NÃO;SIM;KINOPLEX FASHION MALL;RIO DE JANEIRO;RJ;SR RIO DE JANEIRO CINEMAS S/A
430;1;1;1;SIM;NÃO;SIM;CINE CIANORTE;CIANORTE;PR;CINE TEATRO CIANORTE LTDA -ME
267;1;1;1;SIM;NÃO;SIM;CINEMA NORTH SHOPPING;FORTALEZA;CE;EMPRESA CINEMAS SÃO LUIZ S/A
239;1;1;1;SIM;NÃO;SIM;CINEMA NORTH SHOPPING;FORTALEZA;CE;EMPRESA CINEMAS SÃO LUIZ S/A
199;1;1;1;SIM;NÃO;SIM;CINEMA NORTH SHOPPING;FORTALEZA;CE;EMPRESA CINEMAS SÃO LUIZ S/A
197;1;1;1;SIM;NÃO;NÃO;CINE SHOW TERESÓPOLIS;TERESÓPOLIS;RJ;TATU FILMES LTDA
189;1;1;1;SIM;NÃO;SIM;CINEMA NORTH SHOPPING;FORTALEZA;CE;EMPRESA CINEMAS SÃO LUIZ S/A
189;1;1;1;SIM;NÃO;SIM;CINE SHOW NOVA FRIBURGO;NOVA FRIBURGO;RJ;TATU FILMES LTDA
187;1;1;1;SIM;NÃO;SIM;CINE SHOW NOVA FRIBURGO;NOVA FRIBURGO;RJ;TATU FILMES LTDA
176;1;1;1;SIM;NÃO;SIM;CINE SHOW NOVA FRIBURGO;NOVA FRIBURGO;RJ;TATU FILMES LTDA
174;1;1;1;SIM;NÃO;SIM;CENTRO DRAGÃO DO MAR DE ARTE E CULTURA;FORTALEZA;CE;INSTITUTO DRAGAO DO MAR
172;1;1;1;SIM;NÃO;NÃO;CINEMATOGRÁFICA MEYER CAMBUI;CAMBUÍ;MG;CINEMATOGRÁFICA MEYER LTDA - ME
170;1;1;1;SIM;NÃO;SIM;CINE SHOW RESENDE;RESENDE;RJ;JUBARTE FILMES LTDA-ME
166;1;1;1;SIM;NÃO;SIM;CINE SHOW BARRA MANSA;BARRA MANSA;RJ;TATU FILMES LTDA
164;1;1;1;SIM;NÃO;SIM;CINEPOLIS SAN PELEGRINO;CAXIAS DO SUL;RS;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
161;1;1;1;SIM;NÃO;SIM;CINE SHOW TERESÓPOLIS;TERESÓPOLIS;RJ;TATU FILMES LTDA
153;1;1;1;SIM;NÃO;SIM;CINEMA NORTH SHOPPING;FORTALEZA;CE;EMPRESA CINEMAS SÃO LUIZ S/A
151;1;1;1;SIM;NÃO;SIM;CINEPOLIS SAN PELEGRINO;CAXIAS DO SUL;RS;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
150;1;1;1;NÃO;NÃO;SIM;CINEPLUS XAXIM;CURITIBA;PR;VITOMAQ PRODUÇÕES ARTISTICAS E CINEMA LTDA - ME
141;1;1;1;SIM;NÃO;SIM;CINEMA BOA VISTA;RECIFE;PE;EMPRESA CINEMAS SÃO LUIZ S/A
134;1;1;1;SIM;NÃO;SIM;CINE SHOW BARRA MANSA;BARRA MANSA;RJ;TATU FILMES LTDA
132;1;1;1;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
130;1;1;1;SIM;NÃO;SIM;CINE SHOW RESENDE;RESENDE;RJ;JUBARTE FILMES LTDA-ME
124;1;1;1;SIM;NÃO;SIM;CINE SHOW TERESÓPOLIS;TERESÓPOLIS;RJ;TATU FILMES LTDA
106;1;1;1;SIM;NÃO;SIM;MOVIE ARTE SHOPPING BENTO;BENTO GONÇALVES;RS;MOVIE ARTE CINEMAS LTDA
104;1;1;1;SIM;NÃO;SIM;CINE GAMA;COLATINA;ES;G M Z EMPRESA DE CINEMAS LTDA
103;1;1;1;NÃO;NÃO;SIM;CENTRO - GUARAPARI;GUARAPARI;ES;CINEMATOGRÁFICA GUARAPARI LTDA
91;1;1;1;SIM;NÃO;SIM;PREMIER FORMOSA;FORMOSA;GO;CINEMAS HENKES RIBEIRO LTDA ME
80;1;1;1;SIM;NÃO;SIM;CINE LASER JIPARANA;JI-PARANÁ;RO;CINE LASER NORTE CINEMA LTDA
79;1;1;1;SIM;SIM;NÃO;MOVIELAND CINEMAS;MACAPÁ;AP;J J DE M SILVA
74;1;1;1;SIM;SIM;SIM;CINE CULTURA;GOIÂNIA;GO;SECRETARIA DE ESTADO DA CULTURA DE GOIÁS
59;1;1;1;SIM;SIM;NÃO;CINE UNIPLEX CAMPINAS UNIMART;CAMPINAS;SP;CINEMAS UNIPLEX LTDA
55;1;1;1;SIM;NÃO;SIM;MOVIECOM PÁTIO BELÉM;BELÉM;PA;MOVIE CINEMAS LTDA
51;1;1;1;SIM;NÃO;SIM;CINEART PONTEIO;BELO HORIZONTE;MG;DELTA FILMES LTDA
51;1;1;1;SIM;NÃO;NÃO;CINE SANTA TERESA;RIO DE JANEIRO;RJ;ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA
48;1;1;1;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;JUIZ DE FORA;MG;CINEMAIS CINEMAS LTDA
45;1;1;1;NÃO;SIM;NÃO;CINE SESC VER-O-PESO (SALA CARLOS MARX TONINI);BELÉM;PA;SERVICO SOCIAL DO COMERCIO - SESC/AP/PA
41;1;1;1;NÃO;NÃO;SIM;CINEMA DO CENTRO CULTURAL UNIMED BH - MINAS;BELO HORIZONTE;MG;MINAS TÊNIS CLUBE
40;1;1;1;SIM;SIM;SIM;CINEMATECA PAULO AMORIM;PORTO ALEGRE;RS;ASSOCIAÇÃO DOS AMIGOS DA CINEMATECA PAULO AMORIM
25;1;1;1;SIM;SIM;NÃO;CINE CASARÃO;MANAUS;AM;CASA DE IDEIAS DE ARTES E SERVICOS CULTURAIS LTDA
24;1;1;1;SIM;SIM;SIM;CINE CASARÃO;MANAUS;AM;CASA DE IDEIAS DE ARTES E SERVICOS CULTURAIS LTDA
306;8;0;1;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING MESTRE ALVARO;SERRA;ES;MSA EMPRESA CINEMATOGRÁFICA LTDA
304;7;0;1;SIM;NÃO;SIM;SOROCABA CIANE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
244;6;0;1;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING MESTRE ALVARO;SERRA;ES;MSA EMPRESA CINEMATOGRÁFICA LTDA
234;5;0;1;SIM;NÃO;SIM;ARAÚJO AVENIDA CENTER DOURADOS;DOURADOS;MS;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
232;5;0;1;NÃO;NÃO;SIM;MULTIPLEX PANTANAL;CUIABÁ;MT;MSA EMPRESA CINEMATOGRÁFICA LTDA
198;5;0;1;NÃO;NÃO;SIM;CINESERCLA PATIO MIX LINHARES;LINHARES;ES;LB CINEMAS LTDA
282;4;0;1;NÃO;NÃO;SIM;CINESERCLA CAMPINA GRANDE;CAMPINA GRANDE;PB;EXIBIDORA NACIONAL DE FILMES LTDA
269;4;0;1;NÃO;NÃO;SIM;CINESERCLA CAMPINA GRANDE;CAMPINA GRANDE;PB;EXIBIDORA NACIONAL DE FILMES LTDA
219;4;0;1;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
218;4;0;1;NÃO;NÃO;SIM;CINESERCLA CAMPINA GRANDE;CAMPINA GRANDE;PB;EXIBIDORA NACIONAL DE FILMES LTDA
216;4;0;1;NÃO;NÃO;SIM;CINESERCLA PATIO MIX LINHARES;LINHARES;ES;LB CINEMAS LTDA
210;4;0;1;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
200;4;0;1;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
198;4;0;1;SIM;NÃO;NÃO;UNIPLEX AVARÉ;AVARÉ;SP;CINEMAS UNIPLEX LTDA
191;4;0;1;SIM;SIM;NÃO;CINEFLIX LONDRINA;LONDRINA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
187;4;0;1;SIM;SIM;NÃO;CINEFLIX LONDRINA;LONDRINA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
185;4;0;1;SIM;NÃO;SIM;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
181;4;0;1;SIM;NÃO;SIM;CINESERCLA BIG SHOPPING;CONTAGEM;MG;EMPRESA DE CINEMAS SERCLA LTDA
175;4;0;1;SIM;NÃO;SIM;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
175;4;0;1;SIM;NÃO;SIM;ESPAÇO ITAÚ DE CINEMA AUGUSTA;SÃO PAULO;SP;CINEMA ARTEPLEX LTDA.
165;4;0;1;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;JUIZ DE FORA;MG;CINEMAIS CINEMAS LTDA
164;4;0;1;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING MESTRE ALVARO;SERRA;ES;MSA EMPRESA CINEMATOGRÁFICA LTDA
163;4;0;1;NÃO;NÃO;SIM;CINESERCLA GV SHOPPING;GOVERNADOR VALADARES;MG;EMPRESA DE CINEMAS SERCLA LTDA
158;4;0;1;NÃO;NÃO;SIM;CINE UNIPLEX GUARATUBA;GUARATUBA;PR;CINEMAS UNIPLEX LTDA
151;4;0;1;NÃO;NÃO;NÃO;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
149;4;0;1;NÃO;NÃO;SIM;CINESERCLA BIG SHOPPING;CONTAGEM;MG;EMPRESA DE CINEMAS SERCLA LTDA
148;4;0;1;SIM;NÃO;SIM;MULTICINE IANDE SHOPPING;CAUCAIA;CE;MULTICINE CINEMAS LTDA
148;4;0;1;NÃO;NÃO;SIM;CINE GRACHER SÃO BENTO;SÃO BENTO DO SUL;SC;CINE GRACHER LTDA
144;4;0;1;NÃO;NÃO;SIM;CINESERCLA GV SHOPPING;GOVERNADOR VALADARES;MG;EMPRESA DE CINEMAS SERCLA LTDA
144;4;0;1;SIM;NÃO;SIM;MULTIPLEX MAUA;MAUÁ;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
143;4;0;1;SIM;NÃO;SIM;CENTRO DE FORMAÇÃO CULTURAL DE CIDADE TIRADENTES;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
139;4;0;1;NÃO;NÃO;NÃO;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
139;4;0;1;SIM;SIM;NÃO;CINEFLIX - VARZEA GRANDE;VÁRZEA GRANDE;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
113;4;0;1;NÃO;NÃO;SIM;CINESERCLA PATIO MIX LINHARES;LINHARES;ES;LB CINEMAS LTDA
111;4;0;1;SIM;NÃO;SIM;CINESERCLA PATIO MIX LINHARES;LINHARES;ES;LB CINEMAS LTDA
106;4;0;1;NÃO;NÃO;NÃO;CINESERCLA GV SHOPPING;GOVERNADOR VALADARES;MG;EMPRESA DE CINEMAS SERCLA LTDA
103;4;0;1;SIM;NÃO;SIM;CINESERCLA GV SHOPPING;GOVERNADOR VALADARES;MG;EMPRESA DE CINEMAS SERCLA LTDA
100;4;0;1;SIM;SIM;NÃO;CINEFLIX - VARZEA GRANDE;VÁRZEA GRANDE;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
99;4;0;1;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;MANAUS;AM;MSA EMPRESA CINEMATOGRÁFICA LTDA
78;4;0;1;SIM;NÃO;SIM;CINESERCLA SHOPPING NORTE;BELO HORIZONTE;MG;EMPRESA DE CINEMAS SERCLA LTDA
300;3;0;1;SIM;NÃO;SIM;ARAÚJO AVENIDA CENTER DOURADOS;DOURADOS;MS;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
208;3;0;1;SIM;SIM;NÃO;CINEMAIS GOIANIA BOUGAINVILLE;GOIÂNIA;GO;CINEMAIS CINEMAS LTDA
193;3;0;1;SIM;NÃO;SIM;MOVIEMAX CAMARÁ;CAMARAGIBE;PE;P.M.C. CINEMAS DO BRASIL LTDA
166;3;0;1;SIM;NÃO;SIM;RESERVA CULTURAL DE CINEMA - NITEROI;NITERÓI;RJ;RESERVA CULTURAL DE CINEMA LTDA.
156;3;0;1;SIM;NÃO;SIM;MOVIEMAX CAMARÁ;CAMARAGIBE;PE;P.M.C. CINEMAS DO BRASIL LTDA
148;3;0;1;SIM;SIM;NÃO;CINEJARDIM;GARANHUNS;PE;SERVIÇO SOCIAL DO COMÉRCIO - SESC
147;3;0;1;SIM;NÃO;SIM;GRUPOCINE VALINHOS;VALINHOS;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
145;3;0;1;SIM;NÃO;SIM;MOVIEMAX CAMARÁ;CAMARAGIBE;PE;P.M.C. CINEMAS DO BRASIL LTDA
137;3;0;1;SIM;NÃO;SIM;GRUPOCINE VALINHOS;VALINHOS;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
131;3;0;1;SIM;NÃO;SIM;GRUPOCINE VALINHOS;VALINHOS;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
130;3;0;1;SIM;NÃO;SIM;CINE A ALFENAS;ALFENAS;MG;CINE A LTDA
118;3;0;1;SIM;NÃO;SIM;RESERVA CULTURAL DE CINEMA - NITEROI;NITERÓI;RJ;RESERVA CULTURAL DE CINEMA LTDA.
116;3;0;1;SIM;NÃO;SIM;CINE BOM VIZINHO ACARAÚ;ACARAÚ;CE;J B PINHEIRO ALVES JUNIOR - ME
112;3;0;1;NÃO;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
111;3;0;1;NÃO;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
109;3;0;1;SIM;NÃO;SIM;CINE BOM VIZINHO ACARAÚ;ACARAÚ;CE;J B PINHEIRO ALVES JUNIOR - ME
96;3;0;1;SIM;NÃO;SIM;CENTRO DE CULTURA BELAS ARTES CINEMA;SÃO PAULO;SP;CENTRO DE CULTURA BELAS ARTES CINEMAS
