ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
211;5;0;6;NÃO;NÃO;SIM;ARAUJO MULTIPLEX PARQUE DAS BANDEIRAS SHOPPING;CAMPINAS;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
208;5;0;6;NÃO;NÃO;SIM;ARAUJO MULTIPLEX PARQUE DAS BANDEIRAS SHOPPING;CAMPINAS;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
167;4;0;6;SIM;SIM;NÃO;MULTIPLEX PRAÇA NOVA ARAÇATUBA;ARAÇATUBA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
255;2;0;6;SIM;NÃO;SIM;CINE A ITAJUBA;ITAJUBÁ;MG;CINE A LTDA
150;20;20;5;SIM;SIM;NÃO;CINE PLAZA;SÃO PAULO;SP;EMPRESA CINEMATOGRAFICA FORMOSA LTDA
619;6;10;5;SIM;SIM;SIM;CINE BRASÍLIA;BRASÍLIA;DF;SECRETARIA DE ESTADO DE CULTURA DO DISTRITO FEDERAL
416;5;9;5;SIM;NÃO;SIM;KINOPLEX NOVA IGUAÇU;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
243;5;9;5;SIM;NÃO;SIM;KINOPLEX NOVA IGUAÇU;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
150;7;7;5;SIM;SIM;NÃO;PATROCINE MONTE;MONTE CARMELO;MG;PATROCINEMA LTDA
249;5;6;5;SIM;SIM;NÃO;CINEFLIX - MOGI GUAÇU;MOGI GUAÇU;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
432;10;5;5;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
468;9;5;5;SIM;NÃO;SIM;CINEPOLIS SHOPPING MOXUARA;CARIACICA;ES;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
465;9;5;5;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;JOÃO PESSOA;PB;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
438;9;5;5;SIM;NÃO;SIM;UCI RIBEIRO RECIFE DELUX PE;RECIFE;PE;UCI RIBEIRO LTDA
406;9;5;5;SIM;NÃO;SIM;UCI BRASIL SHOPPING PARANGABA CE;FORTALEZA;CE;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
398;9;5;5;SIM;NÃO;SIM;KINOPLEX IGUAÇU TOP;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
486;8;5;5;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;RECIFE;PE;CINEMARK BRASIL S.A
402;8;5;5;SIM;NÃO;SIM;2100 CINEMARK PARK SHOPPING SÃO CAETANO;SÃO CAETANO DO SUL;SP;CINEMARK BRASIL S.A
437;7;5;5;SIM;NÃO;SIM;700 CINEMARK BARIGUI;CURITIBA;PR;CINEMARK BRASIL S.A
410;7;5;5;SIM;NÃO;SIM;759 CINEMARK GUARULHOS;GUARULHOS;SP;CINEMARK BRASIL S.A
450;5;5;5;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
281;5;5;5;SIM;SIM;NÃO;CINEFLIX - SALVADOR;SALVADOR;BA;MOVIESYSTEM CINEMATOGRAFICA LTDA
250;5;5;5;NÃO;NÃO;SIM;CINEART PARQUE BARBACENA SHOPPING;BARBACENA;MG;DELTA FILMES LTDA
243;5;5;5;NÃO;NÃO;SIM;CINEART PARQUE BARBACENA SHOPPING;BARBACENA;MG;DELTA FILMES LTDA
201;5;5;5;SIM;SIM;NÃO;CINEFLIX - CURITIBA;CURITIBA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
194;5;5;5;SIM;NÃO;NÃO;CINEMAS CARUARU;CARUARU;PE;EMPRESA DE CINEMAS FORTALEZA LTDA
151;5;5;5;SIM;SIM;NÃO;CINEFLIX - SALVADOR;SALVADOR;BA;MOVIESYSTEM CINEMATOGRAFICA LTDA
150;5;5;5;SIM;SIM;NÃO;PATROCINE MONTE;MONTE CARMELO;MG;PATROCINEMA LTDA
198;4;5;5;NÃO;NÃO;SIM;CINESYSTEM SHOPPING CIDADE;CURITIBA;PR;REDECINE BRA CINEMATOGRÁFICA S.A.
228;3;5;5;NÃO;SIM;NÃO;CINEX ARAGUAÍNA;ARAGUAÍNA;TO;NEO ENTRETENIMENTOS EMPRESARIAIS LTDA
100;1;5;5;SIM;SIM;NÃO;CINE CAXAMBU;CAXAMBU;MG;CINE CAXAMBU LTDA
454;9;4;5;SIM;NÃO;SIM;KINOPLEX OSASCO;OSASCO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
292;8;4;5;SIM;NÃO;NÃO;CINEMAS CARUARU;CARUARU;PE;EMPRESA DE CINEMAS FORTALEZA LTDA
178;5;4;5;SIM;NÃO;SIM;ARCOPLEXCINEMAS GRAVATAI;GRAVATAÍ;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
132;5;4;5;SIM;NÃO;SIM;ARCOPLEXCINEMAS GRAVATAI;GRAVATAÍ;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
131;5;4;5;SIM;NÃO;SIM;ARCOPLEXCINEMAS GRAVATAI;GRAVATAÍ;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
100;5;4;5;SIM;NÃO;SIM;ARCOPLEXCINEMAS GRAVATAI;GRAVATAÍ;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
228;4;4;5;SIM;NÃO;SIM;GNC MUELLER;JOINVILLE;SC;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
216;5;2;5;SIM;NÃO;SIM;2122 CINEMARK VARGINHA;VARGINHA;MG;CINEMARK BRASIL S.A
230;4;2;5;SIM;NÃO;SIM;KINOPLEX MADUREIRA;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
229;2;2;5;SIM;NÃO;SIM;KINOPLEX MADUREIRA;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
515;10;1;5;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
224;5;1;5;SIM;NÃO;SIM;CINEART CINE BOULEVARD SHOPPING;BELO HORIZONTE;MG;DELTA FILMES LTDA
220;5;1;5;SIM;NÃO;SIM;CINEART CINE VIA SHOPPING BARREIRO;BELO HORIZONTE;MG;DELTA FILMES LTDA
355;7;0;5;SIM;NÃO;SIM;MARINGA CATUAI;MARINGÁ;PR;MSA EMPRESA CINEMATOGRÁFICA LTDA
310;6;0;5;SIM;NÃO;SIM;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
242;5;0;5;SIM;NÃO;SIM;ESPAÇO ITAÚ DE CINEMA AUGUSTA;SÃO PAULO;SP;CINEMA ARTEPLEX LTDA.
342;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
245;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
231;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
218;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
217;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
160;4;0;5;SIM;NÃO;SIM;GRUPOCINE VÁRZEA PAULISTA;VÁRZEA PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
159;4;0;5;NÃO;NÃO;SIM;2135 CINEMARK PORTO ALEGRE BOURBON NOVO SHOPPING WALLIG;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
438;3;0;5;SIM;NÃO;SIM;CEU PARQUE VEREDAS - JOÃO ANTÔNIO SILVA;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
158;3;0;5;NÃO;NÃO;NÃO;CINEART CINE VIA SHOPPING BARREIRO;BELO HORIZONTE;MG;DELTA FILMES LTDA
136;3;0;5;SIM;SIM;NÃO;CINEFLIX - RIO VERDE;RIO VERDE;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
440;2;0;5;SIM;SIM;SIM;CEU SÃO RAFAEL;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
433;2;0;5;SIM;NÃO;SIM;CEU ARICANDUVA - PROFESSORA IRENE GALVÃO DE SOUZA;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
406;2;0;5;SIM;NÃO;SIM;CEU PAZ;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
145;2;0;5;NÃO;NÃO;SIM;CINE GLORIA SHOPPING;SÃO JOÃO DEL REI;MG;LOMBARDI E RESENDE CINEMAS LTDA ME
540;10;10;4;SIM;SIM;NÃO;CINE PIRACAIA;ASSIS;SP;MUNICÍPIO DE ASSIS
200;3;10;4;SIM;NÃO;SIM;CINE SHOW TRÊS RIOS;TRÊS RIOS;RJ;TATU FILMES LTDA
170;3;10;4;SIM;NÃO;SIM;CINE SHOW TRÊS RIOS;TRÊS RIOS;RJ;TATU FILMES LTDA
102;3;10;4;SIM;SIM;NÃO;MULTIPLEX PARK BOTUCATU;BOTUCATU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
101;3;10;4;SIM;SIM;NÃO;MULTIPLEX PARK BOTUCATU;BOTUCATU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
377;8;8;4;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
223;4;8;4;SIM;SIM;NÃO;CINE SHOW TUBARAO;TUBARÃO;SC;TATU FILMES LTDA
156;4;8;4;SIM;SIM;NÃO;CINE SHOW TUBARAO;TUBARÃO;SC;TATU FILMES LTDA
155;4;8;4;SIM;SIM;NÃO;CINE SHOW TUBARAO;TUBARÃO;SC;TATU FILMES LTDA
348;9;7;4;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
328;4;7;4;SIM;NÃO;SIM;KINOPLEX NOVA IGUAÇU;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
306;4;7;4;SIM;NÃO;SIM;KINOPLEX NOVA IGUAÇU;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
499;10;6;4;SIM;NÃO;SIM;UCI ORIENT SHOPPING CENTER BARRA;SALVADOR;BA;UCI-ORIENT LTDA
210;4;6;4;SIM;NÃO;SIM;SHARKCINE PIRAQUARA;PIRAQUARA;PR;SHARKCINE LTDA
127;4;6;4;SIM;NÃO;SIM;CINE MARQUISE ULTRAVISÃO;POÇOS DE CALDAS;MG;ULTRAVISÃO CINEMAS E ENTRETENIMENTO LTDA.
59;2;6;4;SIM;SIM;NÃO;GRUPOCINE SUMARÉ;SUMARÉ;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
412;9;5;4;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER IGUATEMI FORTALEZA;FORTALEZA;CE;UCI RIBEIRO LTDA
172;6;5;4;NÃO;NÃO;SIM;CINE XV GUARAPUAVA;GUARAPUAVA;PR;CINE QUINZE CINEMAS LTDA
214;5;5;4;SIM;SIM;NÃO;CINEFLIX CUIABÁ;CUIABÁ;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
418;4;5;4;SIM;NÃO;SIM;UCI RIBEIRO - NORTE SHOPPING;RIO DE JANEIRO;RJ;UCI RIBEIRO LTDA
399;13;4;4;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
332;11;4;4;SIM;NÃO;SIM;715 CINEMARK ELDORADO;SÃO PAULO;SP;CINEMARK BRASIL S.A
220;10;4;4;SIM;NÃO;SIM;CINE SÃO JOSÉ;AFOGADOS DA INGAZEIRA;PE;FUNDAÇÃO CULTURAL SENHOR BOM JESUS DOS REMEDIOS
454;9;4;4;SIM;NÃO;SIM;CINEPOLIS IGUATEMI SÃO JOSÉ DO RIO PRETO;SÃO JOSÉ DO RIO PRETO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
449;9;4;4;SIM;NÃO;SIM;CINÉPOLIS RIOMAR;FORTALEZA;CE;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
426;9;4;4;SIM;NÃO;SIM;CINÉPOLIS RIOMAR KENNEDY;FORTALEZA;CE;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
449;8;4;4;SIM;NÃO;NÃO;CINEPOLIS PARQUE BELÉM;BELÉM;PA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
443;8;4;4;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;GUARULHOS;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
425;8;4;4;SIM;NÃO;SIM;CINÉPOLIS JOCKEY PLAZA SHOPPING;CURITIBA;PR;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
418;8;4;4;NÃO;NÃO;SIM;CINE GACEMSS;VOLTA REDONDA;RJ;GREMIO ARTISTICO E CULTURAL EDMUNDO DE MACEDO SOARES E SILVA
408;8;4;4;SIM;NÃO;SIM;CINEPOLIS JARDIM ORIENTE;SÃO JOSÉ DOS CAMPOS;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
403;8;4;4;NÃO;NÃO;SIM;CINÉPOLIS BAURU;BAURU;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
401;8;4;4;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
400;8;4;4;SIM;NÃO;SIM;CINÉPOLIS NORTH SHOPPING JÓQUEI;FORTALEZA;CE;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
400;8;4;4;SIM;NÃO;SIM;CINÉPOLIS JUNDIAI SHOPPING;JUNDIAÍ;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
399;8;4;4;SIM;NÃO;SIM;CINÉPOLIS PARQUE MAIA;GUARULHOS;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
397;8;4;4;SIM;SIM;NÃO;UCI MANAUARA;MANAUS;AM;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
385;8;4;4;SIM;NÃO;SIM;CINEPOLIS SHOPPING MOXUARA;CARIACICA;ES;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
384;8;4;4;SIM;NÃO;SIM;CINÉPOLIS IGUATEMI ESPLANADA;VOTORANTIM;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
382;8;4;4;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
380;8;4;4;SIM;NÃO;SIM;CINÉPOLIS PONTE NEGRA - MANAUS;MANAUS;AM;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
380;8;4;4;SIM;SIM;NÃO;UCI ORIENT DELUX SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
378;8;4;4;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER RECIFE;RECIFE;PE;UCI RIBEIRO LTDA
377;8;4;4;NÃO;NÃO;SIM;CINÉPOLIS CARAPICUIBA;CARAPICUÍBA;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
376;8;4;4;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
375;8;4;4;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER RECIFE;RECIFE;PE;UCI RIBEIRO LTDA
370;8;4;4;SIM;NÃO;SIM;2100 CINEMARK PARK SHOPPING SÃO CAETANO;SÃO CAETANO DO SUL;SP;CINEMARK BRASIL S.A
313;8;4;4;SIM;NÃO;SIM;UCI PARK SHOPPING CANOAS;CANOAS;RS;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
243;8;4;4;SIM;NÃO;SIM;684 CINEMARK SANTA CRUZ.;SÃO PAULO;SP;CINEMARK BRASIL S.A
209;8;4;4;SIM;NÃO;SIM;706 CINEMARK ARACAJU;ARACAJU;SE;CINEMARK BRASIL S.A
464;7;4;4;SIM;NÃO;SIM;CINÉPOLIS SÃO BERNARDO;SÃO BERNARDO DO CAMPO;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
389;7;4;4;SIM;NÃO;SIM;CINEPOLIS PARQUE BARUERI VIP;BARUERI;SP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
378;7;4;4;SIM;NÃO;SIM;CINÉPOLIS ESTAÇÃO CUIABÁ;CUIABÁ;MT;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
376;7;4;4;SIM;NÃO;SIM;CINÉPOLIS AMAPÁ GARDEN SHOPING;MACAPÁ;AP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
376;7;4;4;SIM;NÃO;SIM;704 CINEMARK BARRA SUL;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
373;7;4;4;SIM;NÃO;SIM;690 CINEMARK BOULEVARD TATUAPÉ;SÃO PAULO;SP;CINEMARK BRASIL S.A
372;7;4;4;SIM;NÃO;SIM;CINÉPOLIS SHOPPING CERRADO;GOIÂNIA;GO;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
362;7;4;4;SIM;NÃO;SIM;757 CINEMARK UNIÃO OSASCO;OSASCO;SP;CINEMARK BRASIL S.A
359;7;4;4;SIM;NÃO;SIM;CINEPOLIS SHOPPING PATTEO OLINDA;OLINDA;PE;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
356;7;4;4;SIM;NÃO;SIM;697 CINEMARK SAVASSI.;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
356;7;4;4;SIM;NÃO;SIM;757 CINEMARK UNIÃO OSASCO;OSASCO;SP;CINEMARK BRASIL S.A
356;7;4;4;SIM;NÃO;SIM;CINEPOLIS CONTINENTE PARK;SÃO JOSÉ;SC;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
355;7;4;4;SIM;NÃO;SIM;CINÉPOLIS AMAPÁ GARDEN SHOPING;MACAPÁ;AP;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
355;7;4;4;SIM;NÃO;SIM;785 CINEMARK SALVADOR;SALVADOR;BA;CINEMARK BRASIL S.A
348;7;4;4;SIM;NÃO;SIM;695 CINEMARK BOURBON IPIRANGA;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
346;7;4;4;SIM;NÃO;SIM;695 CINEMARK BOURBON IPIRANGA;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
345;7;4;4;SIM;NÃO;SIM;755 CINEMARK RIOMAR;ARACAJU;SE;CINEMARK BRASIL S.A
340;7;4;4;SIM;NÃO;SIM;759 CINEMARK GUARULHOS;GUARULHOS;SP;CINEMARK BRASIL S.A
335;7;4;4;SIM;NÃO;SIM;694 CINEMARK CAMPO GRANDE;CAMPO GRANDE;MS;CINEMARK BRASIL S.A
327;7;4;4;SIM;NÃO;SIM;726 CINEMARK RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP;CINEMARK BRASIL S.A
323;7;4;4;SIM;NÃO;SIM;726 CINEMARK RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP;CINEMARK BRASIL S.A
323;7;4;4;NÃO;NÃO;NÃO;726 CINEMARK RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP;CINEMARK BRASIL S.A
321;7;4;4;SIM;SIM;NÃO;2139 - CINEMARK URUPEMA;MOGI DAS CRUZES;SP;CINEMARK BRASIL S.A
320;7;4;4;SIM;SIM;NÃO;UCI METROPOLE;SÃO BERNARDO DO CAMPO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
318;7;4;4;SIM;NÃO;SIM;MULTIPLEX TABOÃO;TABOÃO DA SERRA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
317;7;4;4;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
315;7;4;4;SIM;NÃO;SIM;694 CINEMARK CAMPO GRANDE;CAMPO GRANDE;MS;CINEMARK BRASIL S.A
292;7;4;4;SIM;NÃO;SIM;703 CINEMARK FLORIANOPOLIS .;FLORIANÓPOLIS;SC;CINEMARK BRASIL S.A
291;7;4;4;SIM;NÃO;SIM;KINOPLEX IGUAÇU TOP;NOVA IGUAÇU;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
249;7;4;4;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
209;7;4;4;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
409;6;4;4;SIM;NÃO;SIM;725 CINEMARK CAMPINAS;CAMPINAS;SP;CINEMARK BRASIL S.A
400;6;4;4;NÃO;NÃO;SIM;ROXY 5 GONZAGA;SANTOS;SP;CINEMA E BOMBONIERE ROXY LTDA ME
395;6;4;4;SIM;NÃO;SIM;759 CINEMARK GUARULHOS;GUARULHOS;SP;CINEMARK BRASIL S.A
393;6;4;4;SIM;NÃO;SIM;698 CINEMARK MUELLER;CURITIBA;PR;CINEMARK BRASIL S.A
380;6;4;4;SIM;NÃO;SIM;759 CINEMARK GUARULHOS;GUARULHOS;SP;CINEMARK BRASIL S.A
369;6;4;4;SIM;NÃO;SIM;2103 CINEMARK MOOCA PLAZA SHOPPING;SÃO PAULO;SP;CINEMARK BRASIL S.A
368;6;4;4;NÃO;NÃO;SIM;2133 CINEMARK FLAMBOYANT;GOIÂNIA;GO;CINEMARK BRASIL S.A
355;6;4;4;SIM;NÃO;SIM;785 CINEMARK SALVADOR;SALVADOR;BA;CINEMARK BRASIL S.A
339;6;4;4;SIM;NÃO;SIM;709 CINEMARK PRAIAMAR;SANTOS;SP;CINEMARK BRASIL S.A
325;6;4;4;SIM;NÃO;SIM;709 CINEMARK PRAIAMAR;SANTOS;SP;CINEMARK BRASIL S.A
319;6;4;4;SIM;NÃO;SIM;2133 CINEMARK FLAMBOYANT;GOIÂNIA;GO;CINEMARK BRASIL S.A
317;6;4;4;SIM;NÃO;SIM;691 CINEMARK NITEROI;NITERÓI;RJ;CINEMARK BRASIL S.A
313;6;4;4;SIM;NÃO;SIM;2101 CINEMARK SHOPPING UBERLÂNDIA;UBERLÂNDIA;MG;CINEMARK BRASIL S.A
313;6;4;4;SIM;NÃO;SIM;702 CINEMARK VITORIA;VITÓRIA;ES;CINEMARK BRASIL S.A
309;6;4;4;SIM;NÃO;SIM;759 CINEMARK GUARULHOS;GUARULHOS;SP;CINEMARK BRASIL S.A
303;6;4;4;SIM;NÃO;SIM;697 CINEMARK SAVASSI.;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
289;6;4;4;SIM;NÃO;SIM;785 CINEMARK SALVADOR;SALVADOR;BA;CINEMARK BRASIL S.A
254;6;4;4;SIM;NÃO;SIM;CINE XV GUARAPUAVA;GUARAPUAVA;PR;CINE QUINZE CINEMAS LTDA
223;6;4;4;SIM;NÃO;SIM;681 CINEMARK NATAL;NATAL;RN;CINEMARK BRASIL S.A
218;6;4;4;SIM;NÃO;SIM;681 CINEMARK NATAL;NATAL;RN;CINEMARK BRASIL S.A
199;6;4;4;SIM;NÃO;SIM;CINE XV GUARAPUAVA;GUARAPUAVA;PR;CINE QUINZE CINEMAS LTDA
171;6;4;4;SIM;NÃO;SIM;CINE XV GUARAPUAVA;GUARAPUAVA;PR;CINE QUINZE CINEMAS LTDA
425;5;4;4;SIM;NÃO;SIM;ARCOPLEXCINEMAS - LIMEIRA;LIMEIRA;SP;EMPRESA DE CINEMAS ARCOPLEX S.A
345;5;4;4;SIM;NÃO;SIM;699 CINEMARK CENTER NORTE;SÃO PAULO;SP;CINEMARK BRASIL S.A
334;5;4;4;SIM;NÃO;SIM;699 CINEMARK CENTER NORTE;SÃO PAULO;SP;CINEMARK BRASIL S.A
333;5;4;4;SIM;NÃO;SIM;768 CINEMARK BH SHOPPING;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
317;5;4;4;SIM;NÃO;SIM;691 CINEMARK NITEROI;NITERÓI;RJ;CINEMARK BRASIL S.A
250;5;4;4;SIM;SIM;NÃO;CINEFLIX - POÇOS DE CALDAS;POÇOS DE CALDAS;MG;MOVIESYSTEM CINEMATOGRAFICA LTDA
234;5;4;4;SIM;NÃO;SIM;ARCOPLEXCINEMAS GRAVATAI;GRAVATAÍ;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
208;5;4;4;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
435;4;4;4;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
335;4;4;4;SIM;NÃO;SIM;700 CINEMARK BARIGUI;CURITIBA;PR;CINEMARK BRASIL S.A
321;4;4;4;SIM;NÃO;SIM;725 CINEMARK CAMPINAS;CAMPINAS;SP;CINEMARK BRASIL S.A
273;4;4;4;SIM;SIM;NÃO;CINE LASER CUIABA;CUIABÁ;MT;CINE LASER CUIABA LTDA
269;4;4;4;SIM;NÃO;SIM;ARCOPLEXCINEMAS CACHOERINHA;CACHOEIRINHA;RS;EMPRESA DE CINEMAS ARCOPLEX S.A
242;4;4;4;NÃO;NÃO;SIM;ROXY 5 GONZAGA;SANTOS;SP;CINEMA E BOMBONIERE ROXY LTDA ME
238;4;4;4;SIM;SIM;NÃO;CINE SHOW RIO DAS OSTRAS;RIO DAS OSTRAS;RJ;TATU FILMES LTDA
229;4;4;4;NÃO;NÃO;SIM;CINESYSTEM SHOPPING VENTURA;CURITIBA;PR;REDECINE BRA CINEMATOGRÁFICA S.A.
225;4;4;4;NÃO;NÃO;SIM;CINESYSTEM SHOPPING VENTURA;CURITIBA;PR;REDECINE BRA CINEMATOGRÁFICA S.A.
219;4;4;4;NÃO;NÃO;SIM;CINEART MONTE CARMO;BETIM;MG;DELTA FILMES LTDA
219;4;4;4;NÃO;NÃO;NÃO;CINEART MONTE CARMO;BETIM;MG;DELTA FILMES LTDA
215;4;4;4;SIM;NÃO;SIM;CINEART MINAS SHOPPING;BELO HORIZONTE;MG;DELTA FILMES LTDA
